depa_nombre;muni_nombre;codigo_habilitacion;nombre_prestador;nits_nit;razon_social;clpr_codigo;clpr_nombre;ese;direccion;telefono;email;nivel;caracter;habilitado;fecha_radicacion;fecha_vencimiento;fecha_cierre;dv;clase_persona;naju_codigo;naju_nombre;numero_sede_principal;fecha_corte_REPS
BARRANQUILLA;BARRANQUILLA;800103507;FISIOTERAPIAS CLAUDIA MARIA DIAZ B.I.P.S S.A.S;900468975;FISIOTERAPIAS CLAUDIA MARIA DIAZ B.I.P.S S.A.S;1;Instituciones - IPS;;CARRERA 51 B N 82 - 141;3775644;claudia_diazb@hotmail.com;;;SI;2011-10-24;2022-08-31;;1;JURIDICO;1;Privada;1;2026-09-17 14:33:00
BARRANQUILLA;BARRANQUILLA;800104767;FONOAUDIO CLINICA S.A.S;901277578;FONOAUDIO CLÍNICA S.A.S;1;Instituciones - IPS;;CALLE 68 B N 50 - 122 LO 1y2;3583225;fonoaudiosas@gmail.com;;;SI;2019-12-09;2023-12-08;;2;JURIDICO;1;Privada;1;2026-09-18 14:33:00
BARRANQUILLA;BARRANQUILLA;800103703;FORT-DA CENTRO DE ATENCION INTEGRAL AL NIÑO, ADOLESCENTE Y FAMILIA IPS S.A.S;900578383;FORT-DA CENTRO DE ATENCION INTEGRAL AL NIÑO, ADOLESCENTE Y FAMILIA IPS S.A.S;1;Instituciones - IPS;;CALLE 79 N  51-55 piso 2;3035841;info@fort-da.co;;;SI;2013-03-05;2022-08-31;;1;JURIDICO;1;Privada;1;2026-09-19 14:33:00
BARRANQUILLA;BARRANQUILLA;800103754;FRC UNIDAD AMBULATORIA SAS;900603334;FRC UNIDAD AMBULATORIA S.A.S;1;Instituciones - IPS;;CALLE 61 N38-89;3632852;jose.cardozo@fundacionrenaldecolombia.com;;;SI;2014-07-21;2022-08-31;;8;JURIDICO;1;Privada;1;2026-09-20 14:33:00
BARRANQUILLA;BARRANQUILLA;800101391;FRESENIUS MEDICAL CARE COLOMBIA S.A.;830007355;FRESENIUS MEDICAL CARE COLOMBIA S.A.;1;Instituciones - IPS;NO;CALLE 70 B N 38-152;2941400,324;Impuestos.Freseniuscol@fmc-ag.com;;;SI;2003-04-16;2022-08-31;;2;JURIDICO;1;Privada;1;2026-09-21 14:33:00
BARRANQUILLA;BARRANQUILLA;800104014;FUNDACION ANTORCHA;802006284;FUNDACION ANTORCHA;1;Instituciones - IPS;;CALLE 83 N 42D-207;3048858;joeubantorcha@yahoo.com;;;SI;2015-07-29;2022-08-31;;1;JURIDICO;1;Privada;1;2026-09-22 14:33:00
BARRANQUILLA;BARRANQUILLA;800102477;FUNDACION CAMPBELL;900002780;FUNDACIÓN CAMPBELL;1;Instituciones - IPS;;CALLE 31 N 14 -82;3809067;calidad@clinicacampbell.com.co;;;SI;2011-03-17;2023-08-31;;0;JURIDICO;1;Privada;1;2026-09-23 14:33:00
BARRANQUILLA;BARRANQUILLA;800102914;FUNDACION CENTRO EDUCATIVO DE HABILITACION Y REHABILITACION INTEGRAL SAN CAMILO;900121384;FUNDACION CENTRO EDUCATIVO DE HABILITACION Y REHABILITACION INTEGRAL SAN CAMILO;1;Instituciones - IPS;;CARRERA 12F N 100-35;3808654,3777300,3822109;info@cecamilo.org.co;;;SI;2016-10-13;2022-08-31;;7;JURIDICO;1;Privada;1;2026-09-24 14:33:00
BARRANQUILLA;BARRANQUILLA;800103201;FUNDACION DEL CARIBE PARA LA INVESTIGACION BIOMEDICA (FUNDACION BIOS);900035212;FUNDACION DEL CARIBE PARA LA INVESTIGACION BIOMEDICA (FUNDACION BIOS);1;Instituciones - IPS;NO;CARRERA 50 N 80-216 PISO 1 101-3 CONS 111 Y PISO 2 201-3;3688054;fundacionbios@yahoo.com;;;SI;2009-09-14;2022-08-31;;0;JURIDICO;1;Privada;2;2026-09-25 14:33:00
BARRANQUILLA;BARRANQUILLA;800104057;FUNDACION FUSA PYP;900873848;FUNDACIÓN FUSA PYP;1;Instituciones - IPS;;CARRERA 56 N 72-144 piso 2;3861618;notificaciones@ipsfusa.com;;;SI;2021-01-08;2023-01-07;;9;JURIDICO;1;Privada;1;2026-09-26 14:33:00
BARRANQUILLA;BARRANQUILLA;800101348;FUNDACION GRUPO DE ESTUDIO BARRANQUILLA;800131518;FUNDACIÓN GRUPO DE ESTUDIO BARRANQUILLA;1;Instituciones - IPS;;CARRERA 44 N 72-131;3197777;calidad@fungrupoestudio.com.co;;;SI;2011-05-02;2023-08-31;;7;JURIDICO;1;Privada;1;2026-09-27 14:33:00
BARRANQUILLA;BARRANQUILLA;800101122;FUNDACION HOSPITAL UNIVERSITARIO METROPOLITANO;890108597;FUNDACION HOSPITAL UNIVERSITARIO METROPOLITANO;1;Instituciones - IPS;;CARRERA 42F N 75B-18;3687293;gerenciafhum@hotmail.com;;;SI;2011-10-05;2022-08-31;;1;JURIDICO;1;Privada;1;2026-09-28 14:33:00
BARRANQUILLA;BARRANQUILLA;800103639;FUNDACION INTEGRAL DE REHABILITACION REHABILITAR;900551336;FUNDACION INTEGRAL DE REHABILITACION REHABILITAR;1;Instituciones - IPS;;CARRERA 58 N 64 - 138;3690128;marllyzsanchez@hotmail.com;;;SI;2012-09-17;2022-08-31;;8;JURIDICO;1;Privada;1;2026-09-29 14:33:00
BARRANQUILLA;BARRANQUILLA;800104094;FUNDACION INTERNACIONAL PARA EL DESARROLLO DE LAS COMUNIDADES FIDEC;824003334;FUNDACION INTERNACIONAL PARA EL DESARROLLO DE LAS COMUNIDADES FIDEC;1;Instituciones - IPS;;CARRERA 45B N  90-119;3858678;infofidecips@gmail.com;;;SI;2015-12-16;2022-08-31;;8;JURIDICO;1;Privada;1;2026-09-30 14:33:00
BARRANQUILLA;BARRANQUILLA;800104327;FUNDACIÓN JAVERIANA DE SERVICIOS MEDICO ODONTOLOGICOS INTERUNIVERSITARIOS CARLOS MARQUEZ VILLEGAS-JAVESALUD;830018305;FUNDACIÓN JAVERIANA DE SERVICIOS MEDICO ODONTOLOGICOS INTERUNIVERSITARIOS CARLOS MARQUEZ VILLEGAS-JAVESALUD;1;Instituciones - IPS;;CARRERA 50 NRO  82-32;3133932019;ctobar@javesalud.com.co;;;SI;2017-04-21;2022-08-31;;1;JURIDICO;1;Privada;1;2026-10-01 14:33:00
BARRANQUILLA;BARRANQUILLA;800103752;FUNDACION LUGAR DE ENCUENTRO SAN FRANCISCO DE ASIS;900643615;FUNDACION LUGAR DE ENCUENTRO SAN FRANCISCO DE ASIS;1;Instituciones - IPS;;CALLE 34 N32-86 - Barrio SAN ROQUE;3518107;sociedaddesanfrancisco@gmail.com;;;SI;2013-08-28;2023-08-31;;3;JURIDICO;1;Privada;3;2026-10-02 14:33:00
BARRANQUILLA;BARRANQUILLA;800104133;FUNDACIÓN MEDICA INTEGRAL DE LA COSTA LIMITADA - FUNMEDIC IPS LTDA;900098008;FUNDACIÓN MEDICA INTEGRAL DE LA COSTA LIMITADA - FUNMEDIC IPS LTDA;1;Instituciones - IPS;;CARRERA 46 NUMERO 59-24;3,51956E+13;funmedic@hotmail.es;;;SI;2016-03-04;2022-08-31;;4;JURIDICO;1;Privada;1;2026-10-03 14:33:00
BARRANQUILLA;BARRANQUILLA;800104388;FUNDACIÓN NUESTRA CASA PARA EL DESARROLLO DE LA FAMILIA Y LA PERSONA;802005652;FUNDACIÓN NUESTRA CASA PARA EL DESARROLLO DE LA FAMILIA Y LA PERSONA;1;Instituciones - IPS;;CARRERA 62 numero 77-28;3117115,312;gerencia@fundacionnuestracasa.com;;;SI;2017-08-22;2023-08-31;;4;JURIDICO;1;Privada;1;2026-10-04 14:33:00
BARRANQUILLA;BARRANQUILLA;800100950;FUNDACION OFTALMOLOGICA DEL CARIBE;800112725;FUNDACION OFTALMOLOGICA DEL CARIBE;1;Instituciones - IPS;NO;CALLE 86 N 50-63;3363700,164;calidad@cofca.com;;;SI;2003-04-08;2022-08-31;;4;JURIDICO;1;Privada;1;2026-10-05 14:33:00
BARRANQUILLA;BARRANQUILLA;800104406;FUNDACION ORIENTAME;860049972;FUNDACION ORIENTAME;1;Instituciones - IPS;;CARRERA 49 C N  80-55 CONSULTORIO 303;601,9173500,204,430,3504997456;secgeneral@orientame.org.co;;;SI;2017-10-18;2023-10-17;;6;JURIDICO;1;Privada;1;2026-10-06 14:33:00
BARRANQUILLA;BARRANQUILLA;800105077;FUNDACION PARA LA GESTION DE LA SALUD COLOMBIANA SIGLA FUNGESAC;900280206;FUNDACION PARA LA GESTION DE LA SALUD COLOMBIANA - FUNGESAC;1;Instituciones - IPS;;CALLE 39 N 43-123;3014103699;fungesac@gmail.com;;;SI;2021-07-01;2025-06-30;;5;JURIDICO;1;Privada;1;2026-10-07 14:33:00
BARRANQUILLA;BARRANQUILLA;800105159;FUNDACION PARA LA GESTION DEL CONOCIMIENTO, LA PREVENCIÓN Y EL CONTROL DE LAS ENFERMEDADES DE INTERES EN SALUD PUBLICA SIGLA FUNDACION VIDA NUEVA .ORG;900814476;FUNDACION PARA LA GESTION DEL CONOCIMIENTO, LA PREVENCIÓN Y EL CONTROL DE LAS ENFERMEDADES DE INTERES EN SALUD PUBLICA SIGLA FUNDACION VIDA NUEVA .ORG;1;Instituciones - IPS;;CALLE 85 N 44-27;3581698;vidanueva.dg@gmail.com;;;SI;2022-02-09;2026-02-08;;0;JURIDICO;1;Privada;1;2026-10-08 14:33:00
BARRANQUILLA;BARRANQUILLA;800103489;FUNDACION SOCIAL RECUPERACIÓN INTEGRAL FUSORI;900272028;FUNDACION SOCIAL RECUPERACIÓN INTEGRAL FUSORI;1;Instituciones - IPS;;CALLE 65C N 16-40;3690565;dejusu@hotmail.com;;;SI;2015-11-30;2022-08-31;;7;JURIDICO;1;Privada;1;2026-10-09 14:33:00
BARRANQUILLA;BARRANQUILLA;800103722;FUNDACION SOLUCIONES MEDICAS;900432603;FUNDACION SOLUCIONES MEDICAS;1;Instituciones - IPS;;CALLE 66 N 38-99 PISO 2;3591711;anwar.safadi@gmail.com;;;SI;2013-05-02;2023-08-31;;1;JURIDICO;1;Privada;1;2026-10-10 14:33:00
BARRANQUILLA;BARRANQUILLA;800103751;FUNDACIÓN TERAPÉUTICA SHALOM;900537956;FUNDACIÓN TERAPÉUTICA SHALOM;1;Instituciones - IPS;;CALLE 82 NUMERO 42A-144;3028485;funshalom12@hotmail.com;;;SI;2015-05-22;2022-08-31;;6;JURIDICO;1;Privada;1;2026-10-11 14:33:00
BARRANQUILLA;BARRANQUILLA;800102644;FUNDAVISION;830514327;FUNDAVISION;1;Instituciones - IPS;NO;CALLE 45 N  9B-05;3646666;daysigon@gmail.com;;;SI;2006-11-17;2022-08-31;;0;JURIDICO;1;Privada;1;2026-10-12 14:33:00
BARRANQUILLA;BARRANQUILLA;800105221;GADILAB SALUD IPS S.A.S.;901539391;GADILAB SALUD IPS S.A.S.;1;Instituciones - IPS;;CARRERA 58 N 74 - 50;3008379652;laboratoriogadilab@gmail.com;;;SI;2022-05-17;2026-05-16;;8;JURIDICO;1;Privada;1;2026-10-13 14:33:00
BARRANQUILLA;BARRANQUILLA;800105171;GAES COLOMBIA SAS;900913310;GAES COLOMBIA SAS;1;Instituciones - IPS;;CALLE 99 N 52 - 53 LO 203 CC Buenavista II;3222502258;adriana.pedraos@amplifon.com;;;SI;2022-05-04;2026-05-03;;1;JURIDICO;1;Privada;1;2026-10-14 14:33:00
BARRANQUILLA;BARRANQUILLA;800104177;GALENOS CONSULTORIA IPS SAS;900438801;GALENOS CONSULTORIA IPS SAS;1;Instituciones - IPS;;CARRERA 47 N 80-158;3854745,3566696,3014325813;galabconsultoriaips@hotmail.com;;;SI;2016-07-25;2022-08-31;;9;JURIDICO;1;Privada;1;2026-10-15 14:33:00
BARRANQUILLA;BARRANQUILLA;800104307;GARCIA & ACOSTA ASOCIADOS S.A.S;900781988;OPTICA ALEMANA GDA SAS;1;Instituciones - IPS;;CALLE 37 N  41-54 Local 1;3798056;opticagda@gmail.com;;;SI;2019-10-16;2023-10-15;;6;JURIDICO;1;Privada;1;2026-10-16 14:33:00
BARRANQUILLA;BARRANQUILLA;800101126;GASTROPED S.A.S;800206551;GASTROPED S.A.S;1;Instituciones - IPS;NO;CARRERA 47 N 82-105;3,581548359;gastroped.baq@hotmail.com;;;SI;2003-04-14;2023-08-31;;4;JURIDICO;1;Privada;1;2026-10-17 14:33:00
BARRANQUILLA;BARRANQUILLA;800102080;GASTROTEST LTDA;802008943;GASTROTEST LTDA;1;Instituciones - IPS;;CARRERA 49C N  80 125 Consultorio 412;3201224,345;gastrotest_ltda@hotmail.com;;;SI;2010-08-20;2022-08-31;;6;JURIDICO;1;Privada;1;2026-10-18 14:33:00
BARRANQUILLA;BARRANQUILLA;800104856;GENEG GENERADORA DE NEGOCIOS S.A.S.;900908772;GENEG GENERADORA DE NEGOCIOS S.A.S.;1;Instituciones - IPS;;CARRERA 51B N 80-58 OFIC 1403A;3161336;jfontalvo@geneg.co;;;SI;2019-12-06;2023-12-05;;0;JURIDICO;1;Privada;1;2026-10-19 14:33:00
BARRANQUILLA;BARRANQUILLA;800103116;GESTION INTEGRAL DEL CUIDADO S.A.S IPS;900233019;GESTION INTEGRAL DEL CUIDADO S.A.S IPS;1;Instituciones - IPS;NO;CALLE 72 N 41b-09 oficina 204-205;3015127386;gestionintegraldelcuidado@gmail.com;;;SI;2008-10-14;2022-08-31;;4;JURIDICO;1;Privada;1;2026-10-20 14:33:00
BARRANQUILLA;BARRANQUILLA;800104873;GESTLAB SAS;901333681;GESTLAB SAS;1;Instituciones - IPS;;CALLE 85 N 50-159 OFI 414 - 814;3433866,313;comercial@gestlab.com.co;;;SI;2019-12-13;2023-12-12;;3;JURIDICO;1;Privada;1;2026-10-21 14:33:00
BARRANQUILLA;BARRANQUILLA;800105027;GM CLINICA ODONTOLOGICA S.A.S;900741438;GM CLINICA ODONTOLOGICA S.A.S;1;Instituciones - IPS;;CALLE 76 N 38 -42;3008951716;gmclinica@hotmail.com;;;SI;2021-01-25;2025-01-24;;6;JURIDICO;1;Privada;1;2026-10-22 14:33:00
BARRANQUILLA;BARRANQUILLA;800104757;GMX SALUD OCUPACIONAL IPS S.A.S;901260290;GMX SALUD OCUPACIONAL IPS S.A.S.;1;Instituciones - IPS;;CARRERA 47 NUMERO 84 - 200 EDIFICIO SAHARA PRIMER PISO;3860953;gerencia@gmxsaludocupacional.com;;;SI;2022-03-04;2023-03-03;;2;JURIDICO;1;Privada;1;2026-10-23 14:33:00
BARRANQUILLA;BARRANQUILLA;800104334;GREEN SALUD IPS S.A.S.;901057418;GREEN SALUD IPS S.A.S.;1;Instituciones - IPS;;CARRERA 47 N 80-216;3013860679;gerenciacomercial@greensaludips.com.co;;;SI;2017-05-08;2022-08-31;;9;JURIDICO;1;Privada;1;2026-10-24 14:33:00
BARRANQUILLA;BARRANQUILLA;800103599;GRUPO CENTRO DE NEUROREHABILITACION Y APRENDIZAJE S.A.S. GRUPOCENAP;900440042;GRUPO CENTRO DE NEUROREHABILITACION Y APRENDIZAJE S.A.S. GRUPOCENAP;1;Instituciones - IPS;;CARRERA 64B 85 132;3570225;valbetan@gmail.com;;;SI;2012-06-25;2022-08-31;;1;JURIDICO;1;Privada;1;2026-10-25 14:33:00
BARRANQUILLA;BARRANQUILLA;800104172;GRUPO CUADRADO IPS S.A.S;900613920;GRUPO CUADRADO IPS S.A.S;1;Instituciones - IPS;;CARRERA 49 C N  85 - 22;3454637;ingalf@msn.com;;;SI;2016-06-07;2022-08-31;;7;JURIDICO;1;Privada;1;2026-10-26 14:33:00
BARRANQUILLA;BARRANQUILLA;800104251;GRUPO EMPRESARIAL JA&CE S.A.S.;900854349;GRUPO EMPRESARIAL JA&CE S.A.S.;1;Instituciones - IPS;;CARRERA 38 N 68 - 08 Local 1A;3602446,3;prodentistbaq@gmail.com;;;SI;2017-02-21;2022-08-31;;4;JURIDICO;1;Privada;1;2026-10-27 14:33:00
BARRANQUILLA;BARRANQUILLA;800103978;GRUPO HEALTH SAS;900807287;GRUPO HEALTH SAS;1;Instituciones - IPS;;CARRERA 47 N  76-97;3015252,318;healthipssas@outlook.es;;;SI;2015-05-04;2022-08-31;;6;JURIDICO;1;Privada;1;2026-10-28 14:33:00
BARRANQUILLA;BARRANQUILLA;800105115;GRUPO MEDICO ANDAR S.A.S;901467153;GRUPO MEDICO ANDAR S.A.S;1;Instituciones - IPS;;CARRERA 49C N80-55 CENTRO MEDICO NBEL CONSULTORIO 308;3893064;jairoalbertorojano@gmail.com;;;SI;2021-09-07;2025-09-06;;1;JURIDICO;1;Privada;1;2026-10-29 14:33:00
BARRANQUILLA;BARRANQUILLA;800103927;GRUPO MEDIKA SAS;900357268;GRUPO MEDIKA S.A.S;1;Instituciones - IPS;;CARRERA 71 N 79 -80;3203468;gerenciaadm@grupomedika.com.co;;;SI;2015-01-13;2022-08-31;;4;JURIDICO;1;Privada;1;2026-10-30 14:33:00
BARRANQUILLA;BARRANQUILLA;800102717;GRUPO ODONTOLOGICO SOLUCION ORAL S.A.S;900043759;GRUPO ODONTOLOGICO SOLUCION ORAL S.A.S;1;Instituciones - IPS;;CARRERA 49B N 79-01 locales 19 -20;3686736;solucionoral@hotmail.com;;;SI;2015-05-15;2022-08-31;;0;JURIDICO;1;Privada;1;2026-10-31 14:33:00
BARRANQUILLA;BARRANQUILLA;800104453;GRUPO OPTICO DEL CARIBE RUEDA S.A.S.;900947289;GRUPO OPTICO DEL CARIBE RUEDA S.A.S.;1;Instituciones - IPS;;CALLE 72 N 45-12 LOC 2;3605777;grupoopticodelcaribesas@hotmail.com;;;SI;2018-01-12;2023-01-11;;0;JURIDICO;1;Privada;1;2026-11-01 14:33:00
BARRANQUILLA;BARRANQUILLA;800104593;GRUPO ORAL HOME SAS;900219487;GRUPO ORAL HOME S.A.;1;Instituciones - IPS;;CALLE 80 N 70 23 LOC 1;43136030;oralhome@oralhome.com.co;;;SI;2018-11-29;2023-11-28;;1;JURIDICO;1;Privada;1;2026-11-02 14:33:00
BARRANQUILLA;BARRANQUILLA;800105004;GSL OCUPACIONAL S.A.S;900674688;GSL OCUPACIONAL S.A.S;1;Instituciones - IPS;;CALLE 64 N 50 - 79;6437366;gerencia@gslocupacional.com;;;SI;2021-05-12;2025-05-11;;3;JURIDICO;1;Privada;1;2026-11-03 14:33:00
BARRANQUILLA;BARRANQUILLA;800105212;HEALTH & LIFE IPS SAS;900900122;HEALTH & LIFE IPS SAS SIGLA H&L UCC SAS;1;Instituciones - IPS;;CALLEL 45 N 18 -131;3115942812;mariana.rodriguez@hlips.com.co;;;SI;2022-05-17;2026-05-16;;7;JURIDICO;1;Privada;1;2026-11-04 14:33:00
BARRANQUILLA;BARRANQUILLA;800104965;HEALTH CARS SAS;900958115;HEALTH CARS SAS;1;Instituciones - IPS;;CARRERA 51B N  76-71 local 104;3176949534;n.lara@healthcarssas.com;;;SI;2020-09-04;2024-09-03;;5;JURIDICO;1;Privada;1;2026-11-05 14:33:00
BARRANQUILLA;BARRANQUILLA;800103625;HELPHARMA SAS;900277244;HELPHARMA SAS;1;Instituciones - IPS;;CARRERA 49 C N 86-39 Local 101 Mall San Vicente;3111139;notificaciones@helpharma.com;;;SI;2016-10-06;2022-08-31;;4;JURIDICO;1;Privada;1;2026-11-06 14:33:00
BARRANQUILLA;BARRANQUILLA;800101328;HEROSAN S.A.S.;802003697;IPS HEROSAN S.A.S.- CLINICA SAN JOAQUIN;1;Instituciones - IPS;;CALLE 34 N 33-55;3704891;miesca20-04@hotmail.com;;;SI;2020-02-28;2022-08-31;;6;JURIDICO;1;Privada;1;2026-11-07 14:33:00
BARRANQUILLA;BARRANQUILLA;800103329;HOGARSALUD IPS SOCIEDAD POR ACCIONES SIMPLIFICADAS;900369003;HOGARSALUD IPS SOCIEDAD POR ACCIONES SIMPLIFICADAS;1;Instituciones - IPS;;CARRERA 56 N 72 - 129;3198897,301;gerencia@hogarsaludips.com;;;SI;2016-06-20;2022-08-31;;1;JURIDICO;1;Privada;1;2026-11-08 14:33:00
BARRANQUILLA;BARRANQUILLA;800104907;HOLISTIQUE MEDICINA INTEGRATIVA SAS;901310774;HOLISTIQUE MEDICINA INTEGRATIVA SAS;1;Instituciones - IPS;;CARRERA 50 N 85 - 50 LOCAL 8;3008464421;nestoremorales@gmail.com;;;SI;2020-02-27;2024-02-26;;0;JURIDICO;1;Privada;1;2026-11-09 14:33:00
BARRANQUILLA;BARRANQUILLA;800105188;HOME CARES CARIBE IPS S.A.S;901508245;HOME CARES CARIBE IPS S.A.S;1;Instituciones - IPS;;CARRERA 51 76 199 OFIC 219;3153722356;homecarecaribegerencia@gmail.com;;;SI;2022-02-15;2026-02-14;;8;JURIDICO;1;Privada;1;2026-11-10 14:33:00
BARRANQUILLA;BARRANQUILLA;800104640;HOSPICE IPS S.A.S.;901201438;HOSPICE IPS S.A.S.;1;Instituciones - IPS;;CALLE 75 B N42F-64;3226864206;gerencia@hospiceips.com;;;SI;2018-12-04;2022-12-03;;3;JURIDICO;1;Privada;1;2026-11-11 14:33:00
BARRANQUILLA;BARRANQUILLA;800103355;HOUSE CARE MEDICAL IPS S.A.S;900385265;HOUSE CARE MEDICAL IPS S.A.S;1;Instituciones - IPS;;CARRERA 42 75B 196;303,134,930,313,823,000,000;gerenciacomercial@housecaremedical.com;;;SI;2010-10-08;2022-08-31;;1;JURIDICO;1;Privada;1;2026-11-12 14:33:00
BARRANQUILLA;BARRANQUILLA;800105145;I.P.S HB SALUD & VIDA S.A.S;901523237;I.P.S HB SALUD & VIDA S.A.S;1;Instituciones - IPS;;CARRERA 10 N 13 - 20;3013258920;ericafarrayan911@gmail.com;;;SI;2021-11-26;2025-11-25;;1;JURIDICO;1;Privada;1;2026-11-13 14:33:00
BARRANQUILLA;BARRANQUILLA;800100552;I.P.S SALUD PLENA S.A.S;802019932;I.P.S SALUD PLENA S.A.S;1;Instituciones - IPS;NO;CARRERA 21 N 45E-25;3885105;saludplenaipsltda@gmail.com;;;SI;2003-03-26;2022-08-31;;2;JURIDICO;1;Privada;1;2026-11-14 14:33:00
BARRANQUILLA;BARRANQUILLA;800104139;IDENTIST S.A.S;900554915;IDENTIST S.A.S;1;Instituciones - IPS;;CARRERA 51 N 76 - 192;3049150,305;grupoaragon3@gmail.com;;;SI;2016-04-11;2022-08-31;;6;JURIDICO;1;Privada;1;2026-11-15 14:33:00
BARRANQUILLA;BARRANQUILLA;800104651;IMAGENES DIAGNOSTICAS INTEGRALES S.A.S.;901219122;IMAGENES DIAGNOSTICAS INTEGRALES S.A.S.;1;Instituciones - IPS;;CARRERA 49C N 80-55 CONS 403;3015573628;idintegrales@gmail.com;;;SI;2019-01-11;2024-01-10;;0;JURIDICO;1;Privada;1;2026-11-16 14:33:00
BARRANQUILLA;BARRANQUILLA;800100130;INFECTOLOGOS ASOCIADOS LTDA.;802006126;INFECTOLOGOS ASOCIADOS LTDA.;1;Instituciones - IPS;NO;CARRERA 51B N  82-141 PISO 2;3568211;infectologosasociados@hotmail.com;;;SI;2007-02-27;2022-08-31;;6;JURIDICO;1;Privada;1;2026-11-17 14:33:00
BARRANQUILLA;BARRANQUILLA;800103152;INGENIERIA, SEGURIDAD & SALUD OCUPACIONAL LIMITADA. ISSO LTDA.;802020964;INGENIERIA, SEGURIDAD & SALUD OCUPACIONAL LIMITADA. ISSO LTDA.;1;Instituciones - IPS;;CARRERA 56 N 72-50;3459023;issoltda123@hotmail.com;;;SI;2017-10-17;2022-08-31;;1;JURIDICO;1;Privada;1;2026-11-18 14:33:00
BARRANQUILLA;BARRANQUILLA;800103736;INNOVACIÓN EN CUIDADO AMBULATORIO Y DOMICILIARIO SAS - ICAD;900627081;INNOVACION EN CUIDADO AMBULATORIO Y DOMICILIARIO S.A.S - ICAD S.A.S;1;Instituciones - IPS;;CARRERA 45 N 84-153;3022323;sandra.baron@icad.com.co;;;SI;2013-07-30;2022-08-31;;3;JURIDICO;1;Privada;1;2026-11-19 14:33:00
BARRANQUILLA;BARRANQUILLA;800101372;INSTITUTO CARDIOVASCULAR Y QUIRURGICO DE LA COSTA S.A.S.;802017597;INSTITUTO CARDIOVASCULAR Y QUIRURGICO DE LA COSTA S.A.S.;1;Instituciones - IPS;;CARRERA 49C N  80-195;3737200,374;calidad@icqdelacosta.com;;;SI;2010-08-13;2022-08-31;;9;JURIDICO;1;Privada;1;2026-11-20 14:33:00
BARRANQUILLA;BARRANQUILLA;800103851;INSTITUTO COLOMBIANO DE ANALISIS CONDUCTUAL APLICADO S.A.S.;900550209;INSTITUTO COLOMBIANO DE ANALISIS CONDUCTUAL APLICADO S.A.S.;1;Instituciones - IPS;;CALLE 79 N 59-35;3857960;info@aprendoaba.com;;;SI;2014-10-30;2023-08-31;;6;JURIDICO;1;Privada;1;2026-11-21 14:33:00
BARRANQUILLA;BARRANQUILLA;800104539;INSTITUTO COLOMBIANO DE MEDICINA INTEGRATIVA SAS;900793129;INSTITUTO COLOMBIANO DE MEDICINA INTEGRATIVA S.A.S. SIGLA INCOLMEDIN S.A.S.;1;Instituciones - IPS;;CARRERA 47 N 79- 158;3736399;incomedicint@gmail.com;;;SI;2018-06-06;2023-08-31;;8;JURIDICO;1;Privada;1;2026-11-22 14:33:00
BARRANQUILLA;BARRANQUILLA;800101149;INSTITUTO COLOMBIANO DE NEUROPEDAGOGÍA SAS;802012232;INSTITUTO COLOMBIANO DE NEUROPEDAGOGIA;1;Instituciones - IPS;NO;CARRERA 47 NUMERO 80-78;3319700;jquintanilla@icnweb.org;;;SI;2006-09-06;2022-08-31;;3;JURIDICO;1;Privada;1;2026-11-23 14:33:00
BARRANQUILLA;BARRANQUILLA;800100036;INSTITUTO DE LA VISION DEL NORTE & CIA. LTDA.;802000955;INSTITUTO DE LA VISION DEL NORTE & CIA. LTDA.;1;Instituciones - IPS;NO;CARRERA  51B N 84-150;3225301;daysigon@gmail.com;;;SI;2003-01-22;2023-08-31;;8;JURIDICO;1;Privada;1;2026-11-24 14:33:00
BARRANQUILLA;BARRANQUILLA;800104847;INSTITUTO DE MEDICINA ESTETICA & CIRUGIA COSMETICA LASER DR FRANK LAMADRID CIA SAS;900832514;INSTITUTO DE MEDICINA ESTETICA & CIRUGIA COSMETICA LASER DR FRANK LAMADRID CIA SAS;1;Instituciones - IPS;;CARRERA 53 N 106-280 OF 7A1;3093916;instituto.drfranklamadrid@gmail.com;;;SI;2019-11-26;2023-11-25;;9;JURIDICO;1;Privada;1;2026-11-25 14:33:00
BARRANQUILLA;BARRANQUILLA;800104140;INSTITUTO DE REHABILITACION CARDIOPULMONAR DEL CARIBE SAS;900928609;INSTITUTO DE REHABILITACION CARDIOPULMONAR DEL CARIBE SAS;1;Instituciones - IPS;;CARRERA  47 N  84-138;3784407;drarmandoal@yahoo.es;;;SI;2016-06-01;2022-08-31;;3;JURIDICO;1;Privada;1;2026-11-26 14:33:00
BARRANQUILLA;BARRANQUILLA;800100287;INSTITUTO DE REHABILITACIÓN ISSA ABUCHAIBE LTDA;890102992;INSTITUTO DE REHABILITACION ISSA ABUCHAIBE LTDA.;1;Instituciones - IPS;NO;CARRERA 51B 94 334 PS 1;953578999;instabuchaibe@hotmail.com;;;SI;2006-11-17;2022-08-31;;9;JURIDICO;1;Privada;1;2026-11-27 14:33:00
BARRANQUILLA;BARRANQUILLA;800100127;INSTITUTO DE REPRODUCCIÒN HUMANA PROCREAR S.A.;800074742;INSTITUTO DE REPRODUCCIÒN HUMANA PROCREAR S.A.;1;Instituciones - IPS;NO;CALLEL 71 N 41 - 46 PISO 2 y PISO 3 -CONSULTORIO 303-304;3600660;admin@procrear.com.co;;;SI;2006-11-16;2023-08-31;;6;JURIDICO;1;Privada;1;2026-11-28 14:33:00
